chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr1	152492558	152492559	rs4845783	Meta-analysis of genome-wide association studies of asthma in ethnically diverse North American populations.	Asthma	CRCT1	NR	6E-6	TCONS_l2_00001539	-124141	intergenic	CRCT1	4077	intergenic
chr1	152493153	152493154	rs499697	Web-based, participant-driven studies yield novel genetic associations for common traits.	Common traits (Other)	LCE3E	.13	1E-10	TCONS_l2_00001539	-123546	intergenic	CRCT1	4672	intergenic
chr1	152537953	152537954	rs10888501	Genome-wide pharmacogenomic analysis of response to treatment with antipsychotics.	Response to antipsychotic treatment	Intergenic	9.00	1E-6	TCONS_l2_00001539	-78746	intergenic	LCE3E	-220	intergenic
chr1	152550017	152550018	rs4085613	Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.	Psoriasis	LCE3D, LCE3A	1.32	7E-30	TCONS_l2_00001539	-66682	intergenic	LCE3D	-1841	intergenic
chr1	152551275	152551276	rs4112788	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	Psoriasis	LCE3D	1.29	3E-10	TCONS_l2_00001539	-65424	intergenic	LCE3D	-583	intergenic
chr1	153479997	153479998	rs4845552	Hippocampal atrophy as a quantitative trait in a genome-wide association study identifying novel susceptibility genes for Alzheimer's disease.	Hippocampal atrophy	S100A5	NR	6E-6	TCONS_00000314	315845	intergenic	S100A6	-27077	intergenic
chr1	153769399	153769400	rs9426935	Genome-wide association identifies genetic variants associated with lentiform nucleus volume in N&#x02009;=&#x02009;1345 young and elderly subjects.	Lentiform nucleus volume	LOC343052	96.63	5E-6	TCONS_00000314	605247	intergenic	GATAD2B	-7802	intergenic
chr1	153774275	153774276	rs4434872	Genome-wide association study of conduct disorder symptomatology.	Conduct disorder (symptom count)	LOC343052	.08	8E-6	TCONS_00000314	610123	intergenic	GATAD2B	-2926	intergenic
chr1	153848995	153848996	rs7414227	Genome-wide association identifies genetic variants associated with lentiform nucleus volume in N&#x02009;=&#x02009;1345 young and elderly subjects.	Lentiform nucleus volume	GATAD2B	99.50	3E-6	TCONS_00002485	-593116	intergenic	GATAD2B	0	intron+utr5
chr1	153913769	153913770	rs2252508	Genome-wide association identifies genetic variants associated with lentiform nucleus volume in N&#x02009;=&#x02009;1345 young and elderly subjects.	Lentiform nucleus volume	DENND4B	97.78	5E-6	TCONS_00002485	-528342	intergenic	DENND4B	0	intron
chr1	153939129	153939130	rs11264736	Genome-wide association identifies genetic variants associated with lentiform nucleus volume in N&#x02009;=&#x02009;1345 young and elderly subjects.	Lentiform nucleus volume	SLC39A1	98.69	4E-6	TCONS_00002485	-502982	intergenic	SLC39A1	0	intron+utr5
chr1	154418878	154418879	rs4537545	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	IL6R	11.50	2E-14	TCONS_00002485	-23233	intergenic	IL6R	0	intron
chr1	154426263	154426264	rs4129267	Identification of IL6R and chromosome 11q13.5 as risk loci for asthma.	Asthma	IL6R	1.09	2E-8	TCONS_00002485	-15848	intergenic	IL6R	0	intron
chr1	154426263	154426264	rs4129267	Meta-analysis of genome-wide association studies in &gt;80 000 subjects identifies multiple loci for C-reactive protein levels.	C-reactive protein	IL6R	.08	2E-48	TCONS_00002485	-15848	intergenic	IL6R	0	intron
chr1	154426263	154426264	rs4129267	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	IL6R	NR	2E-57	TCONS_00002485	-15848	intergenic	IL6R	0	intron
chr1	154426263	154426264	rs4129267	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Pulmonary function	IL6R	NR	7E-6	TCONS_00002485	-15848	intergenic	IL6R	0	intron
chr1	154437895	154437896	rs2229238	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	ILR6	1.45	7E-7	TCONS_00002485	-4216	intergenic	IL6R	0	exon+utr3
chr1	154814267	154814268	rs6666258	Meta-analysis identifies six new susceptibility loci for atrial fibrillation.	Atrial fibrillation	KCNN3, PMVK	1.18	2E-14	TCONS_00002486	139217	intergenic	KCNN3	0	intron
chr1	154814352	154814353	rs13376333	Common variants in KCNN3 are associated with lone atrial fibrillation.	Atrial fibrillation	KCNN3	1.52	2E-21	TCONS_00002486	139302	intergenic	KCNN3	0	intron
chr1	155108166	155108167	rs12726330	Meta-analysis of Parkinson's disease: identification of a novel locus, RIT2.	Parkinson's disease	GBA	1.71	5E-8	TCONS_00002486	433116	intergenic	SLC50A1	-120	intergenic
chr1	155126947	155126948	rs10908458	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	Liver enzyme levels (gamma-glutamyl transferase)	DPM3, EFNA1, PKLR	3.70	2E-15	TCONS_00002486	451897	intergenic	DPM3	13951	intergenic
chr1	155162066	155162067	rs4072037	A shared susceptibility locus in PLCE1 at 10q23 for gastric adenocarcinoma and esophageal squamous cell carcinoma.	Esophageal cancer and gastric cancer	NR	1.33	4E-7	TCONS_l2_00002667	-434479	intergenic	MUC1;MUC1	0;0	cds;intron
chr1	155162066	155162067	rs4072037	Genome-wide association studies of serum magnesium, potassium, and sodium concentrations identify six Loci influencing serum magnesium levels.	Magnesium levels	MUC1	.01	2E-36	TCONS_l2_00002667	-434479	intergenic	MUC1;MUC1	0;0	cds;intron
chr1	155194979	155194980	rs2049805	Meta-analysis identifies multiple loci associated with kidney function-related traits in east Asian populations.	Renal function-related traits (BUN)	MTX1, GBA	.01	2E-12	TCONS_l2_00002667	-401566	intergenic	GBAP1	0	nc_intron
chr1	155868624	155868625	rs2282301	Does parental expressed emotion moderate genetic effects in ADHD? An exploration using a genome wide association scan.	Conduct disorder (interaction)	RIT1	2.88	7E-6	TCONS_00000316	-92555	intergenic	RIT1	0	exon+utr3
chr1	155927751	155927752	rs2364403	Age of onset of amyotrophic lateral sclerosis is modulated by a locus on 1p34.1.	Amyotrophic lateral sclerosis (age of onset)	ARHGEF2	NR	1E-6	TCONS_00000316	-33428	intergenic	ARHGEF2	0	intron
chr1	156030036	156030037	rs34372695	Imputation of sequence variants for identification of genetic risks for Parkinson's disease: a meta-analysis of genome-wide association studies.	Parkinson's disease	SYT11	1.47	4E-12	TCONS_00000643	57681	intergenic	RAB25	-928	intergenic
chr1	156341493	156341494	rs7525133	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Visceral adipose tissue adjusted for BMI	RHBG	NR	5E-6	TCONS_00000317	-16523	intergenic	RHBG;RHBG;RHBG	0;0;0	nc_intron;intron;intron+utr5
chr1	156356479	156356480	rs6686886	Genome-wide association for abdominal subcutaneous and visceral adipose reveals a novel locus for visceral fat in women.	Subcutaneous adipose tissue	CCT3, C1orf182, C1orf61, RHBG	NR	9E-6	TCONS_00000317	-1537	intergenic	RHBG	1466	intergenic
chr1	156456300	156456301	rs3790455	Genome-wide association analysis identifies susceptibility loci for migraine without aura.	Migraine	MEF2D	1.20	7E-11	TCONS_00001690	-15274	intergenic	MEF2D	0	intron+utr5
chr1	156869046	156869047	rs12566888	Genome-wide meta-analyses identifies seven loci associated with platelet aggregation in response to agonists.	Platelet aggregation	PEAR1	NR	5E-19	TCONS_00001692	-150798	intergenic	PEAR1	0	intron+utr5
chr1	156869046	156869047	rs12566888	Genome-wide meta-analyses identifies seven loci associated with platelet aggregation in response to agonists.	Platelet aggregation	PEAR1	NR	4E-16	TCONS_00001692	-150798	intergenic	PEAR1	0	intron+utr5
chr1	157130565	157130566	rs6427356	Conduct disorder and ADHD: evaluation of conduct problems as a categorical and quantitative trait in the international multicentre ADHD genetics study.	Attention deficit hyperactivity disorder and conduct disorder	ETV3L, ETV3	NR	8E-6	TCONS_l2_00000650	-22128	intergenic	ETV3	22182	intergenic
chr1	157437509	157437510	rs6686423	Heritability and genome-wide association analysis of renal sinus fat accumulation in the Framingham Heart Study.	Renal sinus fat	FCRL5	.19	8E-6	TCONS_l2_00001567	-168589	intergenic	FCRL5	-45656	intergenic
chr1	157669277	157669278	rs3761959	A genome-wide association study identifies two new risk loci for Graves' disease.	Graves' disease	FCRL3	1.23	2E-13	TCONS_l2_00001567	59451	intergenic	FCRL3	0	intron
chr1	157669277	157669278	rs3761959	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	FCRL3	1.08	3E-6	TCONS_l2_00001567	59451	intergenic	FCRL3	0	intron
chr1	157670815	157670816	rs7528684	Genome-wide association analysis of autoantibody positivity in type 1 diabetes cases.	Type 1 diabetes autoantibodies	FCRL3	1.52	1E-11	TCONS_l2_00001567	60989	intergenic	FCRL3	168	intergenic
chr1	158585414	158585415	rs2779116	Common variants at 10 genomic loci influence hemoglobin A&#x02081;(C) levels via glycemic and nonglycemic pathways.	Glycated hemoglobin levels	SPTA1	.02	3E-9	TCONS_l2_00001572	411722	intergenic	SPTA1	0	intron
chr1	158612547	158612548	rs857721	Multiple loci influence erythrocyte phenotypes in the CHARGE Consortium.	Other erythrocyte phenotypes	SPTA1	.00	1E-10	TCONS_l2_00001572	438855	intergenic	SPTA1	0	intron
chr1	158932554	158932555	rs1101999	Meta-analysis of genome-wide association studies of asthma in ethnically diverse North American populations.	Asthma	PYHIN1	NR	4E-9	TCONS_00000319	-503555	intergenic	PYHIN1	0	intron
chr1	159005648	159005649	rs1772408	Meta-analysis of genome-wide association studies in celiac disease and rheumatoid arthritis identifies fourteen non-HLA shared loci.	Celiac disease and Rheumatoid arthritis	IFI16	NR	8E-7	TCONS_00000319	-430461	intergenic	IFI16	0	intron
chr1	159147451	159147452	rs3026968	A genome-wide association scan on the levels of markers of inflammation in Sardinians reveals associations that underpin its complex regulation.	Inflammatory biomarkers	CADM3	NR	9E-14	TCONS_00000319	-288658	intergenic	CADM3	0	intron
chr1	159148512	159148513	rs1474747	Genome-wide association with select biomarker traits in the Framingham Heart Study.	Select biomarker traits	IGSF4B	NR	3E-6	TCONS_00000319	-287597	intergenic	CADM3	0	intron
chr1	159173886	159173887	rs3027009	Bivariate genome-wide association study suggests that the DARC gene influences lean body mass and age at menarche.	Lean body mass and age at menarche (combined)	DARC	NR	7E-7	TCONS_00000319	-262223	intergenic	DARC	0	exon+utr5
chr1	159174682	159174683	rs2814778	Genetic variants associated with the white blood cell count in 13,923 subjects in the eMERGE Network.	White blood cell count	DARC	1.35	7E-55	TCONS_00000319	-261427	intergenic	DARC	0	exon+utr5
chr1	159174682	159174683	rs2814778	Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.	Neutrophil count	DARC	NR	1E-8	TCONS_00000319	-261427	intergenic	DARC	0	exon+utr5
chr1	159175353	159175354	rs12075	Genome-wide association replicates the association of Duffy antigen receptor for chemokines (DARC) polymorphisms with serum monocyte chemoattractant protein-1 (MCP-1) levels in Hispanic children.	Monocyte chemoattractant protein-1	DARC	NR	1E-21	TCONS_00000319	-260756	intergenic	DARC	0	cds
chr1	159175353	159175354	rs12075	A genome-wide association scan on the levels of markers of inflammation in Sardinians reveals associations that underpin its complex regulation.	Inflammatory biomarkers	DARC	NR	4E-51	TCONS_00000319	-260756	intergenic	DARC	0	cds
chr1	159175353	159175354	rs12075	Genetic variants associated with the white blood cell count in 13,923 subjects in the eMERGE Network.	White blood cell count	DARC	1.27	5E-24	TCONS_00000319	-260756	intergenic	DARC	0	cds
chr1	159175526	159175527	rs13962	A genome-wide association study of plasma total IgE concentrations in the Framingham Heart Study.	IgE levels	DARC	.09	2E-11	TCONS_00000319	-260583	intergenic	DARC	0	cds
chr1	159196764	159196765	rs10489849	Genome-wide association with select biomarker traits in the Framingham Heart Study.	Select biomarker traits	IGSF4B	NR	1E-6	TCONS_00000319	-239345	intergenic	DARC	20474	intergenic
chr1	159218265	159218266	rs3845624	A genome-wide association scan on the levels of markers of inflammation in Sardinians reveals associations that underpin its complex regulation.	Inflammatory biomarkers	DARC	NR	2E-11	TCONS_00000319	-217844	intergenic	FCER1A	-41237	intergenic
chr1	159272059	159272060	rs2251746	A genome-wide association study of plasma total IgE concentrations in the Framingham Heart Study.	IgE levels	FCER1A	.09	5E-26	TCONS_00000319	-164050	intergenic	FCER1A	0	intron+utr5
chr1	159272059	159272060	rs2251746	Genome-wide scan on total serum IgE levels identifies FCER1A as novel susceptibility locus.	IgE levels	FCER1A	19.20	2E-20	TCONS_00000319	-164050	intergenic	FCER1A	0	intron+utr5
chr1	159278250	159278251	rs2494250	Genome-wide association with select biomarker traits in the Framingham Heart Study.	Select biomarker traits	FCER1A,OR10J3	NR	1E-14	TCONS_00000319	-157859	intergenic	FCER1A	236	intergenic
chr1	159326879	159326880	rs4656784	A genome-wide association study of plasma total IgE concentrations in the Framingham Heart Study.	IgE levels	OR10J3	.08	2E-16	TCONS_00000319	-109230	intergenic	OR10J3	42430	intergenic
chr1	159342438	159342439	rs6687840	Chemerin, a novel adipokine in the regulation of angiogenesis.	Chemerin levels	OR10J3	NR	7E-6	TCONS_00000319	-93671	intergenic	OR10J3	57989	intergenic
chr1	159357683	159357684	rs4446959	Chemerin, a novel adipokine in the regulation of angiogenesis.	Chemerin levels	OR10J1	NR	8E-6	TCONS_00000319	-78426	intergenic	OR10J1	-51827	intergenic
chr1	159405958	159405959	rs4128725	Genome-wide association with select biomarker traits in the Framingham Heart Study.	Select biomarker traits	OR10J1	NR	4E-12	TCONS_00000319	-30151	intergenic	OR10J1	-3552	intergenic
chr1	159453936	159453937	rs4133289	Genome-wide association and linkage analyses of hemostatic factors and hematological phenotypes in the Framingham Heart Study.	Hemostatic factors and hematological phenotypes	OR10J1,OR10J5	NR	2E-7	TCONS_00000319	770	intergenic	OR10J1	43336	intergenic
chr1	159647987	159647988	rs12093699	A genome-wide association study identifies protein quantitative trait loci (pQTLs).	Protein quantitative trait loci	CRP	NR	6E-6	TCONS_00002502	-98261	intergenic	CRP	-34090	intergenic
chr1	159655517	159655518	rs726640	C-reactive protein (CRP) promoter polymorphisms influence circulating CRP levels in a genome-wide association study of African Americans.	C-reactive protein	CRPP1, CRP	.44	2E-13	TCONS_00002502	-90731	intergenic	CRP	-26560	intergenic
chr1	159674932	159674933	rs876537	Genome-wide association with C-reactive protein levels in CLHNS: evidence for the CRP and HNF1A loci and their interaction with exposure to a pathogenic environment.	C-reactive protein	CRP	.29	1E-9	TCONS_00002502	-71316	intergenic	CRP	-7145	intergenic
chr1	159678815	159678816	rs2794520	Meta-analysis of genome-wide association studies in &gt;80 000 subjects identifies multiple loci for C-reactive protein levels.	C-reactive protein	CRP	.16	2E-186	TCONS_00002502	-67433	intergenic	CRP	-3262	intergenic
chr1	159678815	159678816	rs2794520	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	Metabolic traits	CRP	.47	3E-22	TCONS_00002502	-67433	intergenic	CRP	-3262	intergenic
chr1	159678815	159678816	rs2794520	Genome-wide association with select biomarker traits in the Framingham Heart Study.	Select biomarker traits	CRP	NR	3E-8	TCONS_00002502	-67433	intergenic	CRP	-3262	intergenic
chr1	159680867	159680868	rs2808630	Genome-wide association scan of tag SNPs identifies a susceptibility locus for lung cancer at 15q25.1.	Lung cancer	CRP	1.22	7E-6	TCONS_00002502	-65381	intergenic	CRP	-1210	intergenic
chr1	159684664	159684665	rs3091244	Loci related to metabolic-syndrome pathways including LEPR,HNF1A, IL6R, and GCKR associate with plasma C-reactive protein: the Women's Genome Health Study.	C-reactive protein	CRP	.20	6E-28	TCONS_00002502	-61584	intergenic	CRP	285	intergenic
chr1	159685135	159685136	rs3093059	Genome-wide association study for C-reactive protein levels identified pleiotropic associations in the IL6 locus.	C-reactive protein	CRP	.16	4E-21	TCONS_00002502	-61113	intergenic	CRP	756	intergenic
chr1	159691558	159691559	rs1341665	A genome-wide association scan on the levels of markers of inflammation in Sardinians reveals associations that underpin its complex regulation.	Inflammatory biomarkers	CRP	NR	2E-20	TCONS_00002502	-54690	intergenic	CRP	7179	intergenic
