chrom	chromStart	chromEnd	name	trait	genes	orOrBeta	pValue
chr6_mcf_hap5	3724862	3724863	rs7758128	Vitiligo	C6orf10, BTNL2	NR	8E-11
chr6_mcf_hap5	3737826	3737827	rs3117099	Bipolar disorder and schizophrenia	MHC, other genes	1.25	3E-6
chr6_mcf_hap5	3738070	3738071	rs3117098	Asthma	BTNL2	1.16	5E-12
chr6_mcf_hap5	3742772	3742773	rs1980493	Anti-cyclic Citrullinated Peptide Antibody	HLA-DRA, BTNL2	NR	5E-7
chr6_mcf_hap5	3743373	3743374	rs2076530	Sarcoidosis	BTNL2	NR	3E-11
chr6_mcf_hap5	3743401	3743402	rs9268480	Ulcerative colitis	BTNL2	1.82	3E-6
chr6_mcf_hap5	3743512	3743513	rs2076529	Waist-hip ratio	BTNL2	.02	4E-7
chr6_mcf_hap5	3747644	3747645	rs3817963	Lung adenocarcinoma	BTNL2	1.18	3E-10
chr6_mcf_hap5	3752873	3752874	rs10947262	Knee osteoarthritis	BTNL2, HLA-DQA2, HLA-DQB1	1.31	5E-9
chr6_mcf_hap5	3753261	3753262	rs3806156	Vitiligo	BTNL2,HLA-DRA,HLA-DQA1	1.42	7E-19
chr6_mcf_hap5	3756031	3756032	rs3763313	HIV-1 control	BTNL2, NOTCH4	NR	2E-6
chr6_mcf_hap5	3756348	3756349	rs3763317	Complement C3 and C4 levels	HLA-DRB	.12	9E-66
chr6_mcf_hap5	3758262	3758263	rs9268516	Asthma	BTNL2, HLA-DRA	1.15	1E-8
chr6_mcf_hap5	3761885	3761886	rs9268528	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	2.50	8E-18
chr6_mcf_hap5	3761885	3761886	rs9268528	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	1.70	2E-7
chr6_mcf_hap5	3763498	3763499	rs9268542	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	2.50	8E-18
chr6_mcf_hap5	3763498	3763499	rs9268542	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	1.70	2E-7
chr6_mcf_hap5	3766582	3766583	rs2395163	Parkinson's disease	LOC642072	1.24	3E-11
chr6_mcf_hap5	3768421	3768422	rs3135363	Hepatitis B vaccine response	HLA-DR	1.53	7E-22
chr6_mcf_hap5	3768421	3768422	rs3135363	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	7E-10
chr6_mcf_hap5	3768421	3768422	rs3135363	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	1E-10
chr6_mcf_hap5	3779987	3779988	rs3135338	Multiple sclerosis	HLA	3.43	2E-25
chr6_mcf_hap5	3787298	3787299	rs9268645	Type 1 diabetes	MHC	NR	1E-100
chr6_mcf_hap5	3788301	3788302	rs3129882	Systemic sclerosis	HLA-DRA	2.17	2E-27
chr6_mcf_hap5	3788301	3788302	rs3129882	Parkinson's disease	HLA-DRA	1.26	2E-10
chr6_mcf_hap5	3790417	3790418	rs7192	Non-obstructive azoospermia	HLA-DRA	1.29	3E-6
chr6_mcf_hap5	3791214	3791215	rs3177928	LDL cholesterol	HLA	1.83	2E-15
chr6_mcf_hap5	3791214	3791215	rs3177928	Cholesterol, total	HLA	2.31	4E-19
chr6_mcf_hap5	3791830	3791831	rs3135388	Multiple sclerosis	HLA-DRB1	2.75	4E-225
chr6_mcf_hap5	3791830	3791831	rs3135388	Multiple sclerosis	HLA-DRA	1.99	9E-81
chr6_mcf_hap5	3792238	3792239	rs2227139	Hematological parameters	Intergenic	.02	1E-7
chr6_mcf_hap5	3792324	3792325	rs3129889	Multiple sclerosis	HLA-DRB1	2.97	1E-206
chr6_mcf_hap5	3793050	3793051	rs3129890	Asthma	HLA-DRA	1.15	5E-13
chr6_mcf_hap5	3806976	3806977	rs6903608	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	2.50	8E-18
chr6_mcf_hap5	3806976	3806977	rs6903608	Nodular sclerosis Hodgkin lymphoma	HLA-DRB1, HLA-DQB1	1.70	2E-7
chr6_mcf_hap5	3806976	3806977	rs6903608	Hodgkin's lymphoma	HLA-DRA	1.70	3E-50
chr6_mcf_hap5	3808334	3808335	rs9268853	Rheumatoid arthritis	HLA-DRA	2.40	5E-109
chr6_mcf_hap5	3808334	3808335	rs9268853	Ulcerative colitis	HLA-DRB5, HLA-DQA1, HLA-DRB1, HLA-DRA, BTNL2	1.40	1E-55
chr6_mcf_hap5	3809835	3809836	rs9268877	Ulcerative colitis	MHC	NR	4E-23
chr6_mcf_hap5	3809835	3809836	rs9268877	Ulcerative colitis	HLA-DRA, BTNL2	1.45	6E-18
chr6_mcf_hap5	3810768	3810769	rs9268905	Cystic fibrosis severity	HLA-DRA	NR	1E-7
chr6_mcf_hap5	3811526	3811527	rs9268923	Ulcerative colitis	HLA-DRA	1.45	4E-15
chr6_mcf_hap5	3811859	3811860	rs2395185	Lung cancer	HLA class II	1.17	1E-8
chr6_mcf_hap5	3811859	3811860	rs2395185	Hodgkin's lymphoma	HLA-DRA	1.82	4E-31
chr6_mcf_hap5	3811859	3811860	rs2395185	Ulcerative colitis	Intergenic	1.92	5E-22
chr6_mcf_hap5	3811859	3811860	rs2395185	Ulcerative colitis	BTNL2, HLA-DRA, HLA-DRB5, HLA-DRB1, HLA-DQA1, HLA-DQB1	1.52	1E-16
chr6_mcf_hap5	3929938	3929939	rs3129763	Systemic sclerosis	HLA-DQA1, HLA-DRB1	1.65	1E-11
chr6_mcf_hap5	3931609	3931610	rs28421666	Nasopharyngeal carcinoma	HLA-DQ,HLA-DR	1.49	2E-18
chr6_mcf_hap5	3938862	3938863	rs9272105	Hepatocellular carcinoma	HLA-DQA1, HLA-DRB1	1.28	5E-22
chr6_mcf_hap5	3938862	3938863	rs9272105	Response to interferon beta therapy	HLA-DQA1, HLA-DRB1	.26	4E-10
chr6_mcf_hap5	3941131	3941132	rs9272219	Rheumatoid arthritis	HLA-DQA1	1.92	1E-45
chr6_mcf_hap5	3941131	3941132	rs9272219	Schizophrenia	HLA-DQA1	1.14	7E-8
chr6_mcf_hap5	3941869	3941870	rs2040406	Multiple sclerosis	HLA-DRB,HLA-DQB1	2.05	1E-20
chr6_mcf_hap5	3943237	3943238	rs9272346	Type 1 diabetes	HLA	NR	6E-129
chr6_mcf_hap5	3943237	3943238	rs9272346	Type 1 diabetes	MHC	5.49	5E-134
chr6_mcf_hap5	3944753	3944754	rs2187668	Systemic lupus erythematosus	HLA-DR3	2.23	6E-28
chr6_mcf_hap5	3944753	3944754	rs2187668	Nephropathy (idiopathic membranous)	HLA-DQA1	4.32	8E-93
chr6_mcf_hap5	3944753	3944754	rs2187668	Immunoglobulin A	HLA-DRB1	2.53	2E-33
chr6_mcf_hap5	3944753	3944754	rs2187668	Celiac disease	HLA-DQA1, HLA-DQB1	6.23	1E-50
chr6_mcf_hap5	3944753	3944754	rs2187668	Systemic lupus erythematosus	HLA-DQA1	NR	3E-21
chr6_mcf_hap5	3944753	3944754	rs2187668	Celiac disease	HLA-DQA1	7.04	1E-19
chr6_mcf_hap5	3945602	3945603	rs9272535	Chronic lymphocytic leukemia	HLA-DQA1	1.61	9E-8
chr6_mcf_hap5	3960029	3960030	rs9273349	Asthma	HLA-DQ	1.18	7E-14
chr6_mcf_hap5	3967117	3967118	rs9274407	Drug-induced liver injury (amoxicillin-clavulanate)	HLA-DRB1-DQB1	3.10	5E-14
chr6_mcf_hap5	3984900	3984901	rs2856683	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	7E-10
chr6_mcf_hap5	3984900	3984901	rs2856683	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	1E-10
chr6_mcf_hap5	3993971	3993972	rs7774434	Primary biliary cirrhosis	MHC	1.60	4E-34
chr6_mcf_hap5	3993971	3993972	rs7774434	Primary biliary cirrhosis	HLA-DQB1	1.75	3E-26
chr6_mcf_hap5	3994473	3994474	rs7775228	IgE grass sensitization	HLA region	1.33	2E-9
chr6_mcf_hap5	3994473	3994474	rs7775228	Asthma	HLA-DQB1	1.17	5E-15
chr6_mcf_hap5	3994704	3994705	rs9469220	Crohn's disease	NR	1.14	2E-6
chr6_mcf_hap5	4000708	4000709	rs3129720	Hypothyroidism	HLA-DRB9, HLA-DRB5, HLA-DRB1, HLA-DQA1, HLA-DQB1, HLA-DQA2	1.16	5E-7
chr6_mcf_hap5	4000929	4000930	rs6457617	Graves' disease	HLA, DRB1, DQA1, DQB1	1.40	7E-33
chr6_mcf_hap5	4000929	4000930	rs6457617	Systemic sclerosis	HLA, DQB1	1.61	2E-37
chr6_mcf_hap5	4000929	4000930	rs6457617	Systemic sclerosis	HLA-DQB1	1.37	4E-17
chr6_mcf_hap5	4000929	4000930	rs6457617	Rheumatoid arthritis	HLA-DQA1, HLA-DQA2	NR	1E-9
chr6_mcf_hap5	4000929	4000930	rs6457617	Rheumatoid arthritis	MHC	2.36	5E-75
chr6_mcf_hap5	4001077	4001078	rs6457620	Height	HLA locus	.03	2E-16
chr6_mcf_hap5	4001077	4001078	rs6457620	Rheumatoid arthritis	HLA-DRB1	2.55	4E-186
chr6_mcf_hap5	4001536	4001537	rs2647012	Follicular lymphoma	HLA-DQB1	1.56	2E-21
chr6_mcf_hap5	4001536	4001537	rs2647012	Systemic lupus erythematosus	HLA-DQA1, HLA-DQA2	1.38	8E-6
chr6_mcf_hap5	4002038	4002039	rs9357152	HPV seropositivity	HLA-DQB1	NR	1E-14
chr6_mcf_hap5	4002038	4002039	rs9357152	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	7E-10
chr6_mcf_hap5	4002038	4002039	rs9357152	Primary biliary cirrhosis	c6orf10, BTNL2, HLA-DQB1	NR	1E-10
chr6_mcf_hap5	4002498	4002499	rs10484561	Follicular lymphoma	HLA-DQB1	1.95	1E-29
chr6_mcf_hap5	4004967	4004968	rs2647044	Pulmonary function	HLA-DQB1	.04	6E-6
chr6_mcf_hap5	4004967	4004968	rs2647044	Type 1 diabetes	HLA-DRB1	8.30	1E-16
chr6_mcf_hap5	4006214	4006215	rs9275390	Systemic sclerosis	HLA-DQB1	1.61	1E-7
chr6_mcf_hap5	4006214	4006215	rs9275390	Systemic sclerosis	HLA-DQB1	2.38	3E-54
chr6_mcf_hap5	4006430	4006431	rs11752643	Coronary heart disease	HLA, DRB-DQB	1.26	5E-7
chr6_mcf_hap5	4007304	4007305	rs2856718	Hepatitis B	HLA-DQB1	1.56	4E-37
chr6_mcf_hap5	4008152	4008153	rs13192471	Rheumatoid arthritis	HLA-DRB1	1.97	2E-58
chr6_mcf_hap5	4008297	4008298	rs1794275	IgA nephropathy	HLA-DQA/B	1.30	3E-13
chr6_mcf_hap5	4015538	4015539	rs9275572	Hepatocellular carcinoma	HLA-DQ, HLA-DR	1.30	6E-9
chr6_mcf_hap5	4015538	4015539	rs9275572	Alopecia areata	HLA-DQA2	2.21	1E-35
chr6_mcf_hap5	4017469	4017470	rs7765379	Rheumatoid arthritis	HLA-DRB1	2.51	5E-23
chr6_mcf_hap5	4017469	4017470	rs7765379	Rheumatoid arthritis	HLA-DRB1	2.51	5E-23
chr6_mcf_hap5	4017818	4017819	rs2858331	IgE levels	HLA-DQA2	.04	1E-8
chr6_mcf_hap5	4018172	4018173	rs9275596	Nephropathy	HLA-DRB1, HLA-DQA1, HLA-DQB1	1.59	2E-26
chr6_mcf_hap5	4018217	4018218	rs3104402	Immune response to anthrax vaccine	HLA-DRB1,HLA-DQA1	.17	6E-6
chr6_mcf_hap5	4022091	4022092	rs3916765	Type 2 diabetes	HLA-DQA2	1.21	1E-6
chr6_mcf_hap5	4024808	4024809	rs9275698	Asthma	HLA-DQA2	1.18	5E-12
chr6_mcf_hap5	4037279	4037280	rs2858884	Narcolepsy	HLA-DQA2	1.79	3E-8
chr6_mcf_hap5	4062377	4062378	rs2301271	Systemic lupus erythematosus	HLA-DQA2	1.47	2E-12
chr6_mcf_hap5	4067197	4067198	rs7453920	Hepatitis B	HAL-DQB2	1.81	6E-28
chr6_mcf_hap5	4067271	4067272	rs2051549	Systemic lupus erythematosus	HLA-DQA2	NR	3E-22
chr6_mcf_hap5	4073871	4073872	rs9276606	Complement C3 and C4 levels	HLA-DQB	.09	3E-22
chr6_mcf_hap5	4100409	4100410	rs2857151	Kawasaki disease	HLA-DQB2, HLA-DOB	1.47	5E-11
chr6_mcf_hap5	4140947	4140948	rs241428	Complement C3 and C4 levels	HLA-DQB	.23	9E-83
chr6_mcf_hap5	4146724	4146725	rs9357155	Nephropathy	TAP2, TAP1, PSMB8, PSMB9	1.41	2E-12
chr6_mcf_hap5	4189481	4189482	rs2187689	Disc degeneration (lumbar)	PSMB9	.23	3E-8
chr6_mcf_hap5	4191527	4191528	rs10046257	Disc degeneration (lumbar)	Intergenic	.19	3E-7
chr6_mcf_hap5	4192547	4192548	rs6457690	Disc degeneration (lumbar)	Intergenic	.19	9E-8
chr6_mcf_hap5	4193216	4193217	rs1029296	Disc degeneration (lumbar)	Intergenic	.19	9E-8
chr6_mcf_hap5	4193317	4193318	rs1029295	Disc degeneration (lumbar)	Intergenic	.19	5E-7
chr6_mcf_hap5	4193769	4193770	rs6936004	Disc degeneration (lumbar)	Intergenic	.19	1E-7
chr6_mcf_hap5	4194252	4194253	rs10214886	Disc degeneration (lumbar)	Intergenic	.19	2E-7
chr6_mcf_hap5	4196545	4196546	rs7744666	Disc degeneration (lumbar)	Intergenic	.20	6E-8
chr6_mcf_hap5	4196581	4196582	rs11969002	Disc degeneration (lumbar)	Intergenic	.20	6E-8
chr6_mcf_hap5	4197585	4197586	rs9469300	Disc degeneration (lumbar)	Intergenic	.19	1E-7
chr6_mcf_hap5	4199440	4199441	rs3749982	Disc degeneration (lumbar)	Intergenic	.19	1E-7
chr6_mcf_hap5	4311876	4311877	rs399604	Platelet counts	HLA-DOA	2.35	1E-10
chr6_mcf_hap5	4369894	4369895	rs3077	Hepatitis B (viral clearance)	HLA-DPA1	1.82	4E-45
chr6_mcf_hap5	4369894	4369895	rs3077	Hepatitis B (viral clearance)	HLA-DPA1	1.67	1E-9
chr6_mcf_hap5	4369894	4369895	rs3077	Hepatitis B	HLA-DPA1	1.87	2E-61
chr6_mcf_hap5	4379734	4379735	rs987870	Asthma	HLA, DPB1	1.40	2E-10
chr6_mcf_hap5	4379734	4379735	rs987870	Systemic sclerosis	HLA-DPA1, HLA-DPB1	2.09	2E-20
chr6_mcf_hap5	4391705	4391706	rs9277535	Hepatitis B (viral clearance)	HLA-DPB1	1.64	2E-21
chr6_mcf_hap5	4391705	4391706	rs9277535	Hepatitis B (viral clearance)	HLA-DPB1	1.52	2E-17
chr6_mcf_hap5	4391705	4391706	rs9277535	Hepatitis B vaccine response	HLA-DPB1	1.39	3E-12
chr6_mcf_hap5	4391705	4391706	rs9277535	Hepatitis B	HLA-DPB1	1.77	3E-54
chr6_mcf_hap5	4391705	4391706	rs9277535	Hepatitis B	HLA-DPB1	1.75	6E-39
chr6_mcf_hap5	4396962	4396963	rs2281388	Graves' disease	HLA, DPB1	1.64	2E-65
chr6_mcf_hap5	4406737	4406738	rs3117242	Antineutrophil cytoplasmic antibody-associated vasculitis	HLA-DP, COL11A2	3.67	1E-71
chr6_mcf_hap5	4617712	4617713	rs2254287	LDL cholesterol	B3GALT4	1.91	5E-8
chr6_qbl_hap6	79517	79518	rs4324798	Lung adenocarcinoma	TRNAA-UGC	1.16	2E-8
chr6_qbl_hap6	219651	219652	rs4947339	Platelet aggregation	TRIM27	NR	2E-6
chr6_qbl_hap6	387634	387635	rs3129109	Height	OR2J3	.03	2E-17
chr6_qbl_hap6	737698	737699	rs4713226	Immune reponse to smallpox (secreted IFN-alpha)	OR2H1	NR	2E-8
chr6_qbl_hap6	914742	914743	rs29232	Nasopharyngeal carcinoma	GABBR1	1.67	9E-17
chr6_qbl_hap6	973571	973572	rs3129055	Nasopharyngeal carcinoma	HLA-F	1.51	7E-11
chr6_qbl_hap6	1003379	1003380	rs2523395	Prostate cancer (gene x gene interaction)	LOC285830	1.24	2E-6
chr6_qbl_hap6	1006520	1006521	rs2523393	Multiple sclerosis	HLA-B	1.28	1E-17
chr6_qbl_hap6	1024011	1024012	rs9258260	Crohn's disease	HLA-F, MOG, HLA-G, GABBR1, HLA-H, UBD, HLA-A	1.45	2E-10
chr6_qbl_hap6	1089754	1089755	rs1610677	Rheumatoid arthritis	HLA-G	1.32	4E-15
chr6_qbl_hap6	1129014	1129015	rs2523822	Drug-induced liver injury (amoxicillin-clavulanate)	HLA-A	2.30	2E-10
chr6_qbl_hap6	1144296	1144297	rs2523809	IgE levels	HLA-G	.06	4E-8
chr6_qbl_hap6	1199455	1199456	rs2860580	Nasopharyngeal carcinoma	HLA-A	1.72	5E-67
chr6_qbl_hap6	1206090	1206091	rs1061235	Adverse response to carbamapezine	HLA-A*3101	9.12	1E-7
chr6_qbl_hap6	1210909	1210910	rs2517713	Nasopharyngeal carcinoma	HLA-A	1.88	4E-20
chr6_qbl_hap6	1213188	1213189	rs9260489	Multiple sclerosis	HLA-B	1.21	1E-11
chr6_qbl_hap6	1216661	1216662	rs2571391	IgE levels	HLA-A	.06	1E-15
chr6_qbl_hap6	1228049	1228050	rs3893464	Graves' disease	MHC	1.53	2E-20
chr6_qbl_hap6	1234734	1234735	rs2523946	IgA nephropathy	HLA-A	1.21	2E-11
chr6_qbl_hap6	1235858	1235859	rs6904029	Vitiligo	HLA-A,HCG9	1.49	1E-21
chr6_qbl_hap6	1263503	1263504	rs7758512	HIV-1 control	ZNRD1, RNF39, HLA-A	NR	2E-8
chr6_qbl_hap6	1266840	1266841	rs4313034	Graves' disease	MHC	1.67	2E-15
chr6_qbl_hap6	1310027	1310028	rs6917603	Lipid metabolism phenotypes	PPP1R11	.24	3E-29
chr6_qbl_hap6	1318499	1318500	rs259919	HIV-1 control	C6orf12, ZNRD1	NR	3E-7
chr6_qbl_hap6	1325501	1325502	rs8321	AIDS progression	ZNRD1, RNF39	NR	5E-7
chr6_qbl_hap6	1373328	1373329	rs34704616	Cognitive performance	XXbac-BPG250I8.13	NR	6E-6
chr6_qbl_hap6	1386321	1386322	rs10947055	Cardiac hypertrophy	TRIM38	NR	2E-7
chr6_qbl_hap6	1412837	1412838	rs9468692	HIV-1 control	TRIM10	NR	1E-6
chr6_qbl_hap6	1458199	1458200	rs2523722	Schizophrenia	MHC, TRIM26	1.25	1E-16
chr6_qbl_hap6	1467057	1467058	rs2021722	Schizophrenia	TRIM26	1.15	2E-12
chr6_qbl_hap6	1830511	1830512	rs3132613	Graves' disease	MHC	1.43	1E-13
chr6_qbl_hap6	2029058	2029059	rs12526186	Response to antipsychotic treatment	Intergenic	9.00	3E-6
chr6_qbl_hap6	2074925	2074926	rs886424	Bipolar disorder and schizophrenia	MHC, other genes	1.37	9E-7
chr6_qbl_hap6	2088097	2088098	rs7772131	Response to angiotensin II receptor blocker therapy	C6orf214	6.73	3E-6
chr6_qbl_hap6	2141239	2141240	rs7756521	HIV-1 control	DDR1, VARS2, DPCR1	NR	1E-6
chr6_qbl_hap6	2169136	2169137	rs1052693	Complement C3 and C4 levels	HLA-A	.10	3E-48
chr6_qbl_hap6	2296071	2296072	rs4248154	Graves' disease	MHC	1.38	1E-13
chr6_qbl_hap6	2300308	2300309	rs2844665	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	C6orf205	1.54	3E-7
chr6_qbl_hap6	2314578	2314579	rs2517532	Hypothyroidism	LOC729792, HCG22, C6orf15, HLA-C, HLA-B, DHFRP2, HCP5	1.16	1E-8
chr6_qbl_hap6	2320591	2320592	rs9262632	HIV-1 control	Intergenic	3.10	1E-8
chr6_qbl_hap6	2353987	2353988	rs4947296	Behcet's disease	HCG22	2.57	1E-11
chr6_qbl_hap6	2353987	2353988	rs4947296	Graves' disease	MUC21, C6orf15	1.77	4E-51
chr6_qbl_hap6	2354149	2354150	rs3130544	Myasthenia gravis	NR	5.64	2E-90
chr6_qbl_hap6	2369856	2369857	rs6457327	Follicular lymphoma	C6orf15	1.47	7E-6
chr6_qbl_hap6	2369856	2369857	rs6457327	Follicular lymphoma	STG, PSORS1	1.69	5E-11
chr6_qbl_hap6	2389409	2389410	rs3815087	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	PSORS1C1	1.53	3E-7
chr6_qbl_hap6	2389409	2389410	rs3815087	HIV-1 control	CDSN	NR	8E-8
chr6_qbl_hap6	2393143	2393144	rs3130559	Chronic obstructive pulmonary disease-related biomarkers	PSORS1C1	NR	8E-9
chr6_qbl_hap6	2395420	2395421	rs4959053	Behcet's disease	PSORS1C1	4.38	2E-20
chr6_qbl_hap6	2402113	2402114	rs3130573	Systemic sclerosis	PSORS1C1	1.25	6E-10
chr6_qbl_hap6	2403031	2403032	rs1265093	Chronic obstructive pulmonary disease-related biomarkers	PSORS1C1, CCHCR1	NR	6E-9
chr6_qbl_hap6	2407189	2407190	rs9263739	Ulcerative colitis	HLA	2.73	4E-67
chr6_qbl_hap6	2413851	2413852	rs1265112	Nevirapine-induced rash	CCHCR1	4.36	1E-8
chr6_qbl_hap6	2414343	2414344	rs130067	Prostate cancer	CCHCR1	1.05	3E-8
chr6_qbl_hap6	2432321	2432322	rs3130501	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	POU5F1	1.74	2E-8
chr6_qbl_hap6	2435320	2435321	rs879882	Height	MICA	NR	2E-7
chr6_qbl_hap6	2439450	2439451	rs3131018	HIV-1 control	PSORS1C3	2.10	4E-16
chr6_qbl_hap6	2451642	2451643	rs1265181	Psoriasis	MHC	22.62	NS
chr6_qbl_hap6	2463877	2463878	rs6903896	Common traits (Other)	NR	NR	6E-7
chr6_qbl_hap6	2480051	2480052	rs3869109	Coronary heart disease	HCG27, HLA-C	1.14	1E-9
chr6_qbl_hap6	2514925	2514926	rs3095254	White blood cell types	MHC	.07	6E-11
chr6_qbl_hap6	2533666	2533667	rs2074488	Chronic obstructive pulmonary disease-related biomarkers	HLA-C	NR	2E-10
chr6_qbl_hap6	2534343	2534344	rs13191343	Psoriatic arthritis	HLA-C	2.37	2E-72
chr6_qbl_hap6	2545593	2545594	rs2524054	CD4:CD8 lymphocyte ratio	HLA-B	.31	6E-21
chr6_qbl_hap6	2545593	2545594	rs2524054	CD4:CD8 lymphocyte ratio	HLA-B	.37	2E-28
chr6_qbl_hap6	2546122	2546123	rs12191877	Psoriasis	HLA-C	2.79	4E-32
chr6_qbl_hap6	2546122	2546123	rs12191877	Psoriasis	HLA-C	2.64	1E-100
chr6_qbl_hap6	2552317	2552318	rs9468925	Vitiligo	HLA	1.35	2E-33
chr6_qbl_hap6	2557222	2557223	rs2894207	Nasopharyngeal carcinoma	HLA-B,HLA-C	1.64	3E-33
chr6_qbl_hap6	2558955	2558956	rs2247056	Triglycerides	HLA	2.99	2E-15
chr6_qbl_hap6	2565244	2565245	rs9461688	Protein quantitative trait loci	HLA-C	NR	4E-6
chr6_qbl_hap6	2565851	2565852	rs9368677	Atopic dermatitis	HLA-C	1.36	1E-17
chr6_qbl_hap6	2567903	2567904	rs9264942	HIV-1 control	HLA-C	2.90	3E-35
chr6_qbl_hap6	2567903	2567904	rs9264942	HIV-1 control	HLA-C	5.30	6E-32
chr6_qbl_hap6	2567903	2567904	rs9264942	HIV-1 control	HLA-C	NR	6E-12
chr6_qbl_hap6	2568078	2568079	rs10484554	Psoriasis	HLA-C	4.66	4E-214
chr6_qbl_hap6	2568078	2568079	rs10484554	AIDS progression	HLA-C	NR	6E-8
chr6_qbl_hap6	2568078	2568079	rs10484554	Psoriasis	HLA-C	2.80	2E-39
chr6_qbl_hap6	2605801	2605802	rs3134792	Psoriasis	HLA-C	NR	1E-9
chr6_qbl_hap6	2615872	2615873	rs3819299	Platelet counts	HLA-B	5.05	9E-10
chr6_qbl_hap6	2616064	2616065	rs2523608	HIV-1 control	HLA-B	2.60	9E-20
chr6_qbl_hap6	2616064	2616065	rs2523608	HIV-1 control	HLA-B	NR	3E-6
chr6_qbl_hap6	2620579	2620580	rs2523590	HIV-1 control	HLA-B	2.40	2E-13
chr6_qbl_hap6	2621215	2621216	rs9378249	Bipolar disorder	NR	NR	1E-8
chr6_qbl_hap6	2629609	2629610	rs7743761	Ankylosing spondylitis	MHC	NR	5E-304
chr6_qbl_hap6	2629927	2629928	rs9266406	Behcet's disease	MICA, MICB, DHFRP2	2.29	2E-10
chr6_qbl_hap6	2640333	2640334	rs9266629	Chronic obstructive pulmonary disease-related biomarkers	FGFR3P	NR	4E-10
chr6_qbl_hap6	2644202	2644203	rs1521	Graves' disease	HLA-B	1.92	2E-65
chr6_qbl_hap6	2648060	2648061	rs13437082	Height	HLA-B	.07	5E-8
chr6_qbl_hap6	2659237	2659238	rs4349859	Ankylosing spondylitis	HLA-B	NR	1E-200
chr6_qbl_hap6	2660045	2660046	rs2596542	Hepatocellular carcinoma	MICA	1.39	4E-13
chr6_qbl_hap6	2671051	2671052	rs12175489	Visceral adipose tissue adjusted for BMI	HLA-B, HCP5	NR	2E-6
chr6_qbl_hap6	2673477	2673478	rs1063635	Rheumatoid arthritis	MICA	1.35	1E-17
chr6_qbl_hap6	2674072	2674073	rs2256183	Height	MICA	.04	8E-29
chr6_qbl_hap6	2734374	2734375	rs3828890	Renal function-related traits (sCR)	MHC	.01	3E-9
chr6_qbl_hap6	2734374	2734375	rs3828890	Renal function-related traits (eGRFcrea)	MHC	.01	1E-9
chr6_qbl_hap6	2740501	2740502	rs2248462	Hodgkin's lymphoma	MICB	1.64	7E-16
chr6_qbl_hap6	2742681	2742682	rs3099844	Metabolic syndrome	HCG26, MICB	.15	2E-8
chr6_qbl_hap6	2742681	2742682	rs3099844	Neonatal lupus	TNF,NFKBIL1,LTA,LTB,AIF1	3.34	5E-10
chr6_qbl_hap6	2766424	2766425	rs2855812	Pulmonary function	MICB	.03	2E-7
chr6_qbl_hap6	2769190	2769191	rs3132468	Dengue shock syndrome	MICB	1.34	4E-11
chr6_qbl_hap6	2774996	2774997	rs2516399	White blood cell types	MHC	.11	2E-12
chr6_qbl_hap6	2793282	2793283	rs3853601	Atopic dermatitis	BAT1	1.13	2E-6
chr6_qbl_hap6	2799157	2799158	rs2734583	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	BAT1, HCP5, MICC, PPIAP9, PSORS1C1, POLR2LP, CCHCR1, TCF19, POU5F1, HLA-C, HCP5, PSORS1C3, HLA-B*5801	66.80	2E-8
chr6_qbl_hap6	2835945	2835946	rs1799964	Crohn's disease	LTA,HLA-DQA2,TNF,LST1,LTB	1.19	4E-11
chr6_qbl_hap6	2851432	2851433	rs11575839	Complement C3 and C4 levels	HLA-C	.23	1E-54
chr6_qbl_hap6	2862103	2862104	rs2857595	Pulmonary function	NCR3	.04	2E-10
chr6_qbl_hap6	2866585	2866586	rs2844479	Weight	AIF1, NCR3	3.58	2E-8
chr6_qbl_hap6	2868919	2868920	rs9348876	Crohn's disease	AIF1	1.41	3E-6
chr6_qbl_hap6	2896603	2896604	rs1046089	Menopause (age at onset)	PRRC2A	.21	2E-16
chr6_qbl_hap6	2910005	2910006	rs805303	Systolic blood pressure	BAT2, BAT5	.38	2E-11
chr6_qbl_hap6	2910005	2910006	rs805303	Hypertension	BAT2, BAT5	.05	1E-10
chr6_qbl_hap6	2910005	2910006	rs805303	Diastolic blood pressure	BAT2, BAT5	.23	3E-11
chr6_qbl_hap6	2914156	2914157	rs3117582	Lung adenocarcinoma	BAT3, APOM	1.22	5E-12
chr6_qbl_hap6	2914156	2914157	rs3117582	Lung cancer	BAT3	1.24	4E-10
